month	day	value
26.0	0.0	80.70833333333333
26.0	1.0	62.95652173913044
26.0	2.0	93.0
26.0	3.0	142.25
26.0	4.0	67.375
26.0	5.0	63.875
26.0	6.0	45.083333333333336
26.0	7.0	50.21739130434783
26.0	8.0	61.083333333333336
26.0	9.0	115.95833333333333
26.0	10.0	135.83333333333334
26.0	11.0	62.041666666666664
26.0	12.0	70.54166666666667
26.0	13.0	100.875
26.0	14.0	91.08695652173913
26.0	15.0	141.41666666666666
26.0	16.0	154.82608695652175
26.0	17.0	192.08333333333334
26.0	18.0	188.54166666666666
26.0	19.0	148.20833333333334
26.0	20.0	89.95833333333333
26.0	21.0	104.375
26.0	22.0	84.91666666666667
26.0	23.0	95.45833333333333
26.0	24.0	129.45833333333334
26.0	25.0	97.125
26.0	26.0	56.791666666666664
26.0	27.0	73.95833333333333
26.0	28.0	125.25
26.0	29.0	102.54166666666667
26.0	30.0	72.25
27.0	0.0	93.66666666666667
27.0	1.0	154.625
27.0	2.0	192.66666666666666
27.0	3.0	204.56521739130434
27.0	4.0	83.54166666666667
27.0	5.0	139.52173913043478
27.0	6.0	96.20833333333333
27.0	7.0	95.83333333333333
27.0	8.0	81.25
27.0	9.0	86.08333333333333
27.0	10.0	79.58333333333333
27.0	11.0	102.29166666666667
27.0	12.0	135.95833333333334
27.0	13.0	125.125
27.0	14.0	101.8695652173913
27.0	15.0	145.0
27.0	16.0	183.83333333333334
27.0	17.0	82.0
27.0	18.0	76.29166666666667
27.0	19.0	92.20833333333333
27.0	20.0	74.91666666666667
27.0	21.0	91.45833333333333
27.0	22.0	90.375
27.0	23.0	90.0
27.0	24.0	72.625
27.0	25.0	62.208333333333336
27.0	26.0	63.625
27.0	27.0	79.45833333333333
27.0	28.0	90.78260869565217
27.0	29.0	134.04166666666666
0.0	0.0	0.0
28.0	0.0	100.5
28.0	1.0	129.58333333333334
28.0	2.0	105.875
28.0	3.0	314.7083333333333
28.0	4.0	316.75
28.0	5.0	84.33333333333333
28.0	6.0	101.29166666666667
28.0	7.0	141.79166666666666
28.0	8.0	76.75
28.0	9.0	82.125
28.0	10.0	132.79166666666666
28.0	11.0	173.45833333333334
28.0	12.0	88.45833333333333
28.0	13.0	57.333333333333336
28.0	14.0	78.18181818181819
28.0	15.0	96.16666666666667
28.0	16.0	103.78260869565217
28.0	17.0	135.83333333333334
28.0	18.0	120.75
28.0	19.0	122.47619047619048
28.0	20.0	83.77272727272727
28.0	21.0	75.72222222222223
28.0	22.0	57.666666666666664
28.0	23.0	77.0
28.0	24.0	76.66666666666667
28.0	25.0	65.08695652173913
28.0	26.0	92.29166666666667
28.0	27.0	123.58333333333333
28.0	28.0	82.70833333333333
28.0	29.0	86.875
28.0	30.0	128.625
29.0	0.0	73.08695652173913
29.0	1.0	65.75
29.0	2.0	62.166666666666664
29.0	3.0	92.29166666666667
29.0	4.0	114.16666666666667
29.0	5.0	61.5
29.0	6.0	83.20833333333333
29.0	7.0	95.75
29.0	8.0	98.45833333333333
29.0	9.0	65.29166666666667
29.0	10.0	73.66666666666667
29.0	11.0	69.20833333333333
29.0	12.0	100.08333333333333
29.0	13.0	118.54166666666667
29.0	14.0	127.47058823529412
29.0	15.0	143.83333333333334
29.0	16.0	148.43478260869566
29.0	17.0	139.875
29.0	18.0	149.29166666666666
29.0	19.0	87.04166666666667
29.0	20.0	80.29166666666667
29.0	21.0	75.25
29.0	22.0	54.0
29.0	23.0	54.0
29.0	24.0	79.83333333333333
29.0	25.0	106.08333333333333
29.0	26.0	106.75
29.0	27.0	140.95238095238096
29.0	28.0	149.52173913043478
29.0	29.0	145.16666666666666
0.0	0.0	0.0
30.0	0.0	136.91666666666666
30.0	1.0	78.83333333333333
30.0	2.0	77.375
30.0	3.0	67.20833333333333
30.0	4.0	75.20833333333333
30.0	5.0	86.68181818181819
30.0	6.0	73.45454545454545
30.0	7.0	107.26086956521739
30.0	8.0	114.33333333333333
30.0	9.0	113.20833333333333
30.0	10.0	132.75
30.0	11.0	111.125
30.0	12.0	93.54166666666667
30.0	13.0	109.875
30.0	14.0	73.52173913043478
30.0	15.0	75.0909090909091
30.0	16.0	55.708333333333336
30.0	17.0	94.25
30.0	18.0	62.083333333333336
30.0	19.0	88.95833333333333
30.0	20.0	38.541666666666664
30.0	21.0	68.5
30.0	22.0	68.33333333333333
30.0	23.0	90.79166666666667
30.0	24.0	71.91666666666667
30.0	25.0	68.125
30.0	26.0	73.95833333333333
30.0	27.0	85.33333333333333
30.0	28.0	86.23809523809524
30.0	29.0	90.56521739130434
30.0	30.0	113.16666666666667
31.0	0.0	61.916666666666664
31.0	1.0	49.5
31.0	2.0	42.625
31.0	3.0	119.625
31.0	4.0	128.125
31.0	5.0	90.875
31.0	6.0	86.625
31.0	7.0	91.41666666666667
31.0	8.0	66.29166666666667
31.0	9.0	92.56521739130434
31.0	10.0	89.95833333333333
31.0	11.0	72.04166666666667
31.0	12.0	61.5
31.0	13.0	48.75
31.0	14.0	76.875
31.0	15.0	69.68181818181819
31.0	16.0	72.81818181818181
31.0	17.0	71.125
31.0	18.0	71.79166666666667
31.0	19.0	71.0
31.0	20.0	80.0
31.0	21.0	87.19047619047619
31.0	22.0	53.36363636363637
31.0	23.0	64.0
31.0	24.0	54.541666666666664
31.0	25.0	78.20833333333333
31.0	26.0	48.916666666666664
31.0	27.0	59.958333333333336
31.0	28.0	59.416666666666664
31.0	29.0	63.25
31.0	30.0	61.875
32.0	0.0	90.0
32.0	1.0	89.125
32.0	2.0	95.625
32.0	3.0	99.79166666666667
32.0	4.0	76.04166666666667
32.0	5.0	64.80952380952381
32.0	6.0	105.29166666666667
32.0	7.0	107.11111111111111
32.0	8.0	94.0
32.0	9.0	120.5909090909091
32.0	10.0	65.20833333333333
32.0	11.0	80.83333333333333
32.0	12.0	119.45833333333333
32.0	13.0	116.45833333333333
32.0	14.0	108.66666666666667
32.0	15.0	108.125
32.0	16.0	69.5
32.0	17.0	96.5
32.0	18.0	82.30434782608695
32.0	19.0	71.5
32.0	20.0	103.625
32.0	21.0	73.58333333333333
32.0	22.0	113.66666666666667
32.0	23.0	119.14285714285714
32.0	24.0	98.04166666666667
32.0	25.0	83.54166666666667
32.0	26.0	59.5
32.0	27.0	50.833333333333336
32.0	28.0	89.83333333333333
32.0	29.0	150.16666666666666
0.0	0.0	0.0
33.0	0.0	104.83333333333333
33.0	1.0	61.0
33.0	2.0	64.25
33.0	3.0	70.95833333333333
33.0	4.0	65.66666666666667
33.0	5.0	85.66666666666667
33.0	6.0	122.83333333333333
33.0	7.0	188.33333333333334
33.0	8.0	66.91666666666667
33.0	9.0	24.541666666666668
33.0	10.0	44.916666666666664
33.0	11.0	92.04347826086956
33.0	12.0	99.16666666666667
33.0	13.0	80.70833333333333
33.0	14.0	127.54166666666667
33.0	15.0	94.45833333333333
33.0	16.0	92.25
33.0	17.0	107.91666666666667
33.0	18.0	106.95833333333333
33.0	19.0	135.54166666666666
33.0	20.0	108.79166666666667
33.0	21.0	64.76190476190476
33.0	22.0	55.083333333333336
33.0	23.0	85.20833333333333
33.0	24.0	104.08333333333333
33.0	25.0	201.5
33.0	26.0	273.9130434782609
33.0	27.0	170.41666666666666
33.0	28.0	44.75
33.0	29.0	60.375
33.0	30.0	105.95833333333333
34.0	0.0	142.0
34.0	1.0	183.16666666666666
34.0	2.0	54.125
34.0	3.0	84.04166666666667
34.0	4.0	82.20833333333333
34.0	5.0	116.91666666666667
34.0	6.0	144.79166666666666
34.0	7.0	61.5
34.0	8.0	109.08333333333333
34.0	9.0	77.33333333333333
34.0	10.0	63.291666666666664
34.0	11.0	120.0
34.0	12.0	135.95833333333334
34.0	13.0	52.208333333333336
34.0	14.0	63.75
34.0	15.0	89.95833333333333
34.0	16.0	92.625
34.0	17.0	62.833333333333336
34.0	18.0	110.66666666666667
34.0	19.0	152.5
34.0	20.0	190.625
34.0	21.0	70.625
34.0	22.0	49.458333333333336
34.0	23.0	46.208333333333336
34.0	24.0	86.5
34.0	25.0	55.625
34.0	26.0	99.125
34.0	27.0	123.625
34.0	28.0	51.0
34.0	29.0	60.333333333333336
0.0	0.0	0.0
35.0	0.0	91.5
35.0	1.0	212.875
35.0	2.0	162.08333333333334
35.0	3.0	56.333333333333336
35.0	4.0	67.58333333333333
35.0	5.0	101.58333333333333
35.0	6.0	58.375
35.0	7.0	61.083333333333336
35.0	8.0	126.375
35.0	9.0	80.41666666666667
