month	day	value
18.0	30.0	53.291666666666664
19.0	0.0	67.58333333333333
19.0	1.0	59.333333333333336
19.0	2.0	87.41666666666667
19.0	3.0	53.473684210526315
19.0	4.0	49.958333333333336
19.0	5.0	78.95833333333333
19.0	6.0	57.875
19.0	7.0	42.791666666666664
19.0	8.0	71.29166666666667
19.0	9.0	114.79166666666667
19.0	10.0	73.58333333333333
19.0	11.0	68.65217391304348
19.0	12.0	56.083333333333336
19.0	13.0	70.83333333333333
19.0	14.0	57.75
19.0	15.0	65.29166666666667
19.0	16.0	68.41666666666667
19.0	17.0	116.375
19.0	18.0	40.416666666666664
19.0	19.0	60.541666666666664
19.0	20.0	107.91666666666667
19.0	21.0	77.17391304347827
19.0	22.0	68.54166666666667
19.0	23.0	88.95833333333333
19.0	24.0	51.43478260869565
19.0	25.0	40.375
19.0	26.0	49.083333333333336
19.0	27.0	44.041666666666664
19.0	28.0	57.583333333333336
19.0	29.0	65.66666666666667
19.0	30.0	63.583333333333336
20.0	0.0	39.0
20.0	1.0	47.958333333333336
20.0	2.0	59.25
20.0	3.0	54.291666666666664
20.0	4.0	56.916666666666664
20.0	5.0	86.0
20.0	6.0	50.541666666666664
20.0	7.0	59.041666666666664
20.0	8.0	92.20833333333333
20.0	9.0	110.41666666666667
20.0	10.0	55.875
20.0	11.0	64.16666666666667
20.0	12.0	91.0
20.0	13.0	128.1304347826087
20.0	14.0	162.83333333333334
20.0	15.0	170.70833333333334
20.0	16.0	65.25
20.0	17.0	41.46153846153846
20.0	18.0	45.56521739130435
20.0	19.0	57.82608695652174
20.0	20.0	69.58333333333333
20.0	21.0	100.375
20.0	22.0	118.0
20.0	23.0	124.375
20.0	24.0	118.375
20.0	25.0	107.16666666666667
20.0	26.0	71.45833333333333
20.0	27.0	42.333333333333336
20.0	28.0	73.82608695652173
20.0	29.0	85.375
0.0	0.0	0.0
21.0	0.0	146.875
21.0	1.0	138.79166666666666
21.0	2.0	144.20833333333334
21.0	3.0	53.72727272727273
21.0	4.0	54.47826086956522
21.0	5.0	43.958333333333336
21.0	6.0	49.208333333333336
21.0	7.0	39.958333333333336
21.0	8.0	61.625
21.0	9.0	104.5
21.0	10.0	93.625
21.0	11.0	61.916666666666664
21.0	12.0	223.58333333333334
21.0	13.0	70.16666666666667
21.0	14.0	126.20833333333333
21.0	15.0	82.08695652173913
21.0	16.0	110.29166666666667
21.0	17.0	134.91666666666666
21.0	18.0	210.75
21.0	19.0	84.83333333333333
21.0	20.0	63.583333333333336
21.0	21.0	48.833333333333336
21.0	22.0	55.583333333333336
21.0	23.0	115.79166666666667
21.0	24.0	155.25
21.0	25.0	81.89473684210526
21.0	26.0	68.875
21.0	27.0	34.125
21.0	28.0	57.04761904761905
21.0	29.0	90.0
21.0	30.0	36.416666666666664
22.0	0.0	96.33333333333333
22.0	1.0	137.625
22.0	2.0	219.58333333333334
22.0	3.0	227.41666666666666
22.0	4.0	135.45833333333334
22.0	5.0	63.291666666666664
22.0	6.0	88.08333333333333
22.0	7.0	71.5
22.0	8.0	122.625
22.0	9.0	211.15384615384616
22.0	10.0	201.0
22.0	11.0	92.33333333333333
22.0	12.0	156.33333333333334
22.0	13.0	135.66666666666666
22.0	14.0	60.81818181818182
22.0	15.0	178.30434782608697
22.0	16.0	117.25
22.0	17.0	210.91666666666666
22.0	18.0	169.20833333333334
22.0	19.0	55.91304347826087
22.0	20.0	34.875
22.0	21.0	36.375
22.0	22.0	78.29166666666667
22.0	23.0	171.33333333333334
22.0	24.0	209.54166666666666
22.0	25.0	253.0
22.0	26.0	113.375
22.0	27.0	117.0
22.0	28.0	164.91666666666666
22.0	29.0	306.2083333333333
0.0	0.0	0.0
23.0	0.0	65.58333333333333
23.0	1.0	154.95833333333334
23.0	2.0	286.4583333333333
23.0	3.0	324.2857142857143
23.0	4.0	57.61904761904762
23.0	5.0	161.11764705882354
23.0	6.0	172.7391304347826
23.0	7.0	138.83333333333334
23.0	8.0	43.416666666666664
23.0	9.0	136.70833333333334
23.0	10.0	216.16666666666666
23.0	11.0	282.0833333333333
23.0	12.0	91.77272727272727
23.0	13.0	59.375
23.0	14.0	90.79166666666667
23.0	15.0	152.41666666666666
23.0	16.0	237.375
23.0	17.0	338.5833333333333
23.0	18.0	294.3333333333333
23.0	19.0	293.14285714285717
23.0	20.0	307.4347826086956
23.0	21.0	198.58823529411765
23.0	22.0	43.0
23.0	23.0	85.79166666666667
23.0	24.0	168.875
23.0	25.0	153.0
23.0	26.0	108.0
23.0	27.0	102.5909090909091
23.0	28.0	79.9090909090909
23.0	29.0	229.125
23.0	30.0	323.1304347826087
24.0	0.0	239.47368421052633
24.0	1.0	335.55
24.0	2.0	319.5416666666667
24.0	3.0	290.5833333333333
24.0	4.0	136.79166666666666
24.0	5.0	134.91666666666666
24.0	6.0	230.20833333333334
24.0	7.0	175.41666666666666
24.0	8.0	56.130434782608695
24.0	9.0	75.375
24.0	10.0	173.375
24.0	11.0	185.29166666666666
24.0	12.0	49.21739130434783
24.0	13.0	40.25
24.0	14.0	44.666666666666664
24.0	15.0	86.25
